palavra,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
linhas,0,0,0,1,0,0,0,0
na,0,0,0,0,0,0,0,0
estatura,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
gesto,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
cabeça,0,0,0,0,0,0,0,0
firma-se,0,0,0,0,0,0,0,0
lhe,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
alta,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sobre,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
ombros,0,0,0,0,0,0,0,1
possantes,0,0,0,0,0,0,0,0
aclarada,0,0,0,0,0,0,0,0
pelo,0,0,0,0,0,0,0,0
olhar,0,0,0,0,0,0,0,0
desassombrado,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
forte,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
corrigem-se,0,0,0,0,0,0,0,0
lhe,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
prestes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
numa,0,0,0,0,0,0,0,0
descarga,0,0,0,0,0,0,0,0
nervosa,0,1,0,1,0,0,0,0
instantânea,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
efeitos,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
relaxamento,0,0,0,0,0,0,0,0
habitual,0,0,0,0,0,0,0,1
dos,0,0,0,0,0,0,0,0
órgãos,0,1,0,0,1,0,0,0
.,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
figura,0,0,0,0,0,0,0,0
vulgar,0,0,1,0,0,0,0,0
do,0,0,0,0,0,0,0,0
tabaréu,0,0,0,0,0,0,0,0
canhestro,0,0,0,0,0,0,0,0
reponta,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
inesperadamente,0,0,0,0,0,0,1,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
aspecto,0,0,0,0,0,0,0,0
dominador,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
titã,0,0,0,0,0,0,0,0
acobreado,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
potente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
num,0,0,0,0,0,0,0,0
desdobramento,0,0,0,0,0,0,0,0
surpreendente,0,0,0,0,0,0,1,0
de,0,0,0,0,0,0,0,0
força,0,0,0,0,0,0,0,1
e,0,0,0,0,0,0,0,0
agilidade,0,0,0,0,0,0,0,0
extraordinárias,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Este,0,0,0,0,0,0,0,0
contraste,0,0,0,0,0,0,0,0
impõe-se,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
leve,0,0,0,0,0,0,0,0
exame,0,0,0,1,0,0,1,0
.,0,0,0,0,0,0,0,0
Revela-se,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
todo,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
momento,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
pormenores,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
vida,0,0,0,0,0,0,0,0
sertaneja,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
caracterizado,0,0,0,0,0,0,0,0
sempre,0,0,0,0,0,0,0,0
pela,0,0,0,0,0,0,0,0
intercadência,0,0,0,0,0,0,0,0
impressionadora,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
extremos,0,0,0,0,0,0,0,0
impulsos,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
apatias,0,0,0,0,0,1,0,0
longas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
É,0,0,0,0,0,0,0,0
impossível,0,0,0,0,0,1,0,0
idear-se,0,0,0,0,0,0,0,0
cavaleiro,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
chucro,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
deselegante,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
posição,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pernas,0,0,0,0,0,0,0,0
coladas,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
bojo,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
montaria,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
tronco,0,0,0,0,0,0,0,0
pendido,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
frente,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
oscilando,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
feição,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
andadura,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
pequenos,0,0,0,0,0,0,0,0
cavalos,0,0,0,0,0,0,0,1
do,0,0,0,0,0,0,0,0
sertão,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
desferrados,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
maltratados,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
resistentes,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
rápidos,0,0,0,0,0,0,0,0
como,0,0,0,0,0,0,0,0
poucos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Nesta,0,0,0,0,0,0,0,0
atitude,0,0,0,0,0,0,0,0
indolente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
acompanhando,0,1,0,0,0,0,0,0
morosamente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
passo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pelas,0,0,0,0,0,0,0,0
chapadas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
passo,0,0,0,0,0,0,0,0
tardo,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
boiadas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
vaqueiro,0,0,0,0,0,0,0,0
preguiçoso,0,0,0,0,0,0,0,0
quase,0,0,0,0,0,0,0,0
transforma,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
campeão,0,1,0,0,1,0,0,1
que,0,0,0,0,0,0,0,0
cavalga,0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
rede,0,0,0,0,0,0,0,0
amolecedora,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
atravessa,0,0,0,0,0,0,0,0
dois,0,0,0,0,0,0,0,0
terços,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
existência,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Mas,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
rês,0,0,0,0,0,0,0,0
alevantada,0,0,0,0,0,0,0,0
envereda,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
esquiva,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
adiante,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pela,0,0,0,0,0,0,0,0
caatinga,0,0,0,0,0,0,0,0
garranchenta,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
ponta,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
gado,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
longe,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
trasmalha,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ei-lo,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
momentos,0,0,0,0,0,0,0,0
transformado,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
cravando,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
acicates,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
rosetas,0,0,0,0,0,0,0,0
largas,0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
ilhargas,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
montaria,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
partindo,0,1,0,0,0,1,0,0
como,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
dardo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
atufandose,0,0,0,0,0,0,0,0
velozmente,0,0,0,0,0,0,0,0
nos,0,0,0,0,0,0,0,0
dédalos,0,0,0,0,0,0,0,0
inextricáveis,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
juremas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Vimo-lo,0,0,0,0,0,0,0,0
neste,0,0,0,0,0,0,0,0
steeple-chase,0,0,0,0,0,0,0,0
bárbaro,1,0,1,1,0,0,0,0
.,0,0,0,0,0,0,0,0
Não,0,0,0,0,0,0,0,0
há,0,0,0,0,0,0,0,0
contê-lo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
então,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
ímpeto,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Que,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
lhe,0,0,0,0,0,0,0,0
antolhem,0,0,0,0,0,0,0,0
quebradas,1,0,0,1,0,1,1,0
",",0,0,0,0,0,0,0,0
acervos,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
pedras,1,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
coivaras,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
moiras,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
espinhos,0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
barrancas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
ribeirões,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
nada,0,0,0,0,0,0,0,0
lhe,0,0,0,0,0,0,0,0
impede,1,0,0,0,0,0,0,0
encalçar,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
garrote,0,0,0,0,0,0,0,0
desgarrado,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
porque,0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
onde,0,0,0,0,0,0,0,0
passa,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
boi,0,0,0,0,0,0,0,0
passa,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
vaqueiro,0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
seu,0,0,0,0,0,0,0,0
cavalo,0,0,0,0,0,0,0,1
...,0,0,0,0,0,0,0,0
Colado,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
dorso,0,0,0,0,0,0,0,0
deste,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
confundindo-se,0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
ele,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
graças,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
pressão,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
jarretes,0,0,0,0,0,0,0,0
firmes,0,0,0,0,0,0,0,1
",",0,0,0,0,0,0,0,0
realiza,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
criação,0,0,0,0,0,0,0,1
bizarra,0,0,0,0,0,0,1,0
de,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
centauro,0,0,0,0,0,0,0,0
bronco,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0
emergindo,0,0,0,0,0,0,0,0
inopinadamente,0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
clareiras,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
mergulhando,0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
macegas,0,0,0,0,0,0,0,0
altas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
saltando,0,0,0,0,0,0,0,0
valos,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
ipueiras,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
vingando,0,0,0,0,0,0,0,0
cômoros,0,0,0,0,0,0,0,0
alçados,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
rompendo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
célere,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pelos,0,0,0,0,0,0,0,0
espinheirais,0,0,0,0,0,0,0,0
mordentes,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
precipitando-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
toda,0,0,0,0,0,0,0,0
brida,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
largo,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
tabuleiros,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
sua,0,0,0,0,0,0,0,0
compleição,0,0,0,0,0,0,0,0
robusta,0,0,0,0,0,0,0,0
ostenta-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
nesse,0,0,0,0,0,0,0,0
momento,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
toda,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
plenitude,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Como,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
é,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
cavaleiro,0,0,0,0,0,0,0,0
robusto,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
empresta,0,0,0,0,0,0,0,0
vigor,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
cavalo,0,0,0,0,0,0,0,1
pequenino,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
frágil,0,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
sustenta-o,0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
rédeas,0,0,0,0,0,0,0,0
improvisadas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
caroá,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
suspendendo-o,0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
esporas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
arrojando-o,0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
carreira-estribando,0,0,0,0,0,0,0,0
curto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pernas,0,0,0,0,0,0,0,0
encolhidas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
joelhos,0,0,0,0,0,0,0,0
fincados,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
frente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
torso,0,0,0,0,0,0,0,0
colado,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
arção,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
escanchado,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
rastro,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
novilho,0,0,0,0,0,0,0,0
esquivo,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0
aqui,0,0,0,0,0,0,0,0
curvando-se,0,0,0,0,0,0,0,0
agilíssimo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sob,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
ramalho,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
lhe,0,0,0,0,0,0,0,0
roça,0,0,0,0,0,0,0,0
quase,0,0,0,0,0,0,0,0
pela,0,0,0,0,0,0,0,0
sela,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
além,0,0,0,0,0,0,0,0
desmontando,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
repente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
como,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
acrobata,0,0,0,1,1,0,0,1
",",0,0,0,0,0,0,0,0
agarrado,0,0,0,0,0,0,0,0
às,0,0,0,0,0,0,0,0
crinas,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
animal,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
fugir,0,0,0,0,0,1,0,0
ao,0,0,0,0,0,0,0,0
embate,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
tronco,0,0,0,0,0,0,0,0
percebido,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
último,0,0,0,0,0,0,0,0
momento,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
galgando,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
logo,0,0,0,0,0,0,0,0
depois,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
num,0,0,0,0,0,0,0,0
pulo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
selim,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
galopando,0,0,0,0,0,0,0,0
sempre,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
através,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
obstáculos,1,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
sopesando,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
destra,0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
perder,1,0,1,1,0,1,1,0
nunca,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
deixar,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
inextricável,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
cipoais,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
longa,0,0,0,0,0,0,0,0
aguilhada,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
ponta,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
ferro,0,0,0,0,0,0,0,1
encastoada,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
couro,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
si,0,0,0,0,0,0,0,0
só,0,0,0,0,0,0,0,0
constituiria,0,0,0,0,0,0,0,1
",",0,0,0,0,0,0,0,0
noutras,0,0,0,0,0,0,0,0
mãos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sérios,0,0,0,0,0,0,0,0
obstáculos,1,0,0,1,0,1,0,0
à,0,0,0,0,0,0,0,0
travessia,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
Mas,0,0,0,0,0,0,0,0
terminada,0,0,0,0,0,1,0,0
a,0,0,0,0,0,0,0,0
refrega,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
restituída,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
rebanho,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
rès,0,0,0,0,0,0,0,0
dominada,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ei-lo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
novo,0,0,0,0,0,0,0,0
caído,0,0,0,0,0,0,0,0
sobre,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
lombilho,0,0,0,0,0,0,0,0
retovado,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
outra,0,0,0,0,0,0,0,0
vez,0,0,0,0,0,0,0,0
desgracioso,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
inerte,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
oscilando,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
feição,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
andadura,0,0,0,0,0,0,0,0
lenta,0,0,0,0,0,0,0,0
',0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
aparência,0,0,0,0,0,0,0,0
triste,0,0,0,0,0,1,0,0
de,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
inválido,0,0,0,0,0,1,0,0
esmorecido,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Tipos,0,0,0,0,0,0,0,0
díspares,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
jagunço,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
gaúcho,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
gaúcho,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Sul,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
encontrá-lo,0,0,0,0,0,0,0,0
nesse,0,0,0,0,0,0,0,0
instante,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sobreolhá-lo,0,0,0,0,0,0,0,0
ia,0,0,0,0,0,0,0,0
comiserado,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
vaqueiro,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Norte,0,0,0,0,0,0,0,0
é,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
sua,0,0,0,0,0,0,0,0
antítese,1,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Na,0,0,0,0,0,0,0,0
postura,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
gesto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
palavra,0,0,0,0,0,0,0,1
",",0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
índole,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
nos,0,0,0,0,0,0,0,0
hábitos,0,0,0,0,0,0,0,0
não,0,0,0,0,0,0,0,0
há,0,0,0,0,0,0,0,0
equipará-los,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
primeiro,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
filho,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
plainos,0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
fins,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
afeito,0,0,0,0,0,0,0,0
às,0,0,0,0,0,0,0,0
correrias,0,0,0,0,0,0,0,0
fáceis,0,0,0,0,0,0,0,0
nos,0,0,0,0,0,0,0,0
pampas,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
adaptado,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
natureza,0,0,0,0,0,0,0,0
carinhosa,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
encanta,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
tem,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
certo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
feição,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
cavalheirosa,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
atraente,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
luta,1,0,0,1,0,1,0,0
pela,0,0,0,0,0,0,0,0
vida,0,0,0,0,0,0,0,0
não,0,0,0,0,0,0,0,0
lhe,0,0,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
caráter,0,0,0,0,0,0,0,0
selvagem,0,0,0,0,0,0,1,0
da,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
sertões,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Norte,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Não,0,0,0,0,0,0,0,0
conhece,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
horrores,0,0,0,1,0,1,0,0
da,0,0,0,0,0,0,0,0
seca,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
combates,1,0,0,1,0,0,0,0
cruentos,0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
árida,0,0,0,0,0,1,0,0
e,0,0,0,0,0,0,0,0
exsicada,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Não,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
entristecem,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
cenas,0,0,0,0,0,0,0,0
periódicas,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
devastação,1,0,0,1,0,1,1,0
e,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
miséria,1,0,1,1,0,1,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
quadro,0,0,0,0,0,0,0,0
assombrador,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
absoluta,0,0,0,0,0,0,0,0
pobreza,1,0,1,1,0,1,0,0
