palavra,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
de,0,0,0,0,0,0,0,0
onde,0,0,0,0,0,0,0,0
chegavam,0,1,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
agora,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sucessivamente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
bandos,0,0,0,0,0,0,0,0
miserandos,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
foragidos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Vadeado,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
Jacurici,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
volvendo,0,0,0,0,0,0,0,0
águas,0,0,0,0,0,0,0,0
rasas,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
mansas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ela,0,0,0,0,0,0,0,0
enfiava,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
inflexa,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pelas,0,0,0,0,0,0,0,0
chapadas,0,0,0,0,0,0,0,0
fora,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ladeada,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
começo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
outra,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
demarcavam,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
postes,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
linha,0,0,0,0,0,0,0,0
telegráfica,0,0,0,0,0,0,0,0
recentemente,0,0,0,0,0,0,0,0
estabelecida,0,0,0,0,0,0,0,1
.,0,0,0,0,0,0,0,0
Uma,0,0,0,0,0,0,0,0
ficção,0,0,0,0,0,0,0,0
geográfica,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
linha,0,0,0,0,0,0,0,0
férrea,0,0,0,0,0,0,0,0
corre,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
lado,0,0,0,0,0,0,0,0
oposto,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Aquele,0,0,0,0,0,0,0,0
liame,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
progresso,0,1,0,0,1,0,0,0
passa,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
porém,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
ali,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
inútil,1,0,1,0,0,1,0,0
",",0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
atenuar,0,0,0,0,0,0,0,0
sequer,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
caráter,0,0,0,0,0,0,0,0
genuinamente,0,0,0,0,0,0,0,0
roceiro,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
arraial,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Salta-se,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
trem,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
transpõe-se,0,0,0,0,0,0,0,0
poucas,0,0,0,0,0,0,0,0
centenas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
metros,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
casas,0,0,0,0,0,0,0,0
deprimidas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
topa-se,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
logo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
fímbria,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
praça,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
sertão,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0
Está-se,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
ponto,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
tangência,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
duas,0,0,0,0,0,0,0,0
sociedades,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
todo,0,0,0,0,0,0,0,0
alheias,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
outra,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
vaqueiro,0,0,0,0,0,0,0,0
encourado,0,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
caatinga,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
rompe,0,0,0,0,0,1,0,0
entre,0,0,0,0,0,1,0,0
a,0,0,0,0,0,0,0,0
casaria,0,0,0,0,0,0,0,0
desgraciosa,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
estaca,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
campeão,0,1,0,0,1,0,0,1
junto,0,0,0,0,0,0,0,0
aos,0,0,0,0,0,0,0,0
trilhos,1,1,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
passam,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
vertiginosamente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
patrícios,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
litoral,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
não,0,0,0,0,0,0,0,0
conhecem,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Fora,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
pátria,0,0,0,0,0,0,0,0
Os,0,0,0,0,0,0,0,0
novos,0,0,0,0,0,0,0,0
expedicionários,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
atingirem-no,0,0,0,0,0,0,0,0
perceberam,0,0,0,0,0,0,0,1
esta,0,0,0,0,0,0,0,0
transição,0,0,0,0,0,0,0,0
violenta,1,0,1,1,0,0,1,0
.,0,0,0,0,0,0,0,0
Discordância,0,0,0,0,0,0,0,0
absoluta,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
radical,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
as,0,0,0,0,0,0,0,0
cidades,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
costa,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
malocas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
telha,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
interior,0,0,1,0,0,0,0,1
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
desequilibra,0,0,0,0,0,0,0,0
tanto,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
ritmo,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
nosso,0,0,0,0,0,0,0,0
desenvolvimento,0,0,0,0,0,0,0,0
evolutivo,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
perturba,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
unidade,0,0,0,0,0,0,0,1
nacional,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Viam-se,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
estranha,0,0,0,1,0,0,1,0
.,0,0,0,0,0,0,0,0
Outros,0,0,0,0,0,0,0,0
hábitos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Outros,0,0,0,0,0,0,0,0
quadros,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Outra,0,0,0,0,0,0,0,0
gente,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Outra,0,0,0,0,0,0,0,0
língua,0,0,0,0,0,0,0,0
mesmo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
articulada,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
gíria,0,0,0,0,0,0,0,0
original,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
pinturesca,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Invadia-os,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
sentimento,0,0,0,0,0,0,0,0
exato,0,0,0,0,0,0,0,1
de,0,0,0,0,0,0,0,0
seguirem,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
guerra,1,0,0,1,0,1,0,0
externa,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Sentiam-se,0,0,0,0,0,0,0,0
fora,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Brasil,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
separação,0,0,0,0,0,1,0,0
social,0,0,0,0,0,0,0,0
completa,0,0,0,0,0,0,0,0
dilatava,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
distância,0,0,0,0,0,0,0,0
geográfica,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
criava,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
sensação,0,0,0,0,0,0,0,0
nostálgica,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
longo,0,0,0,0,0,0,0,0
afastamento,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
pátria,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Além,0,0,0,0,0,0,0,0
disto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
missão,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
ali,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
conduzia,0,0,0,0,0,0,0,0
frisava,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
fundo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
antagonismo,1,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
inimigo,1,0,0,1,0,0,0,0
lá,0,0,0,0,0,0,0,0
estava,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
leste,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
norte,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
homiziado,0,0,0,0,0,0,0,0
nos,0,0,0,0,0,0,0,0
sem-fins,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
chapadas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
extremo,0,0,0,0,0,0,0,0
delas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
longe,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
desenrolava,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
drama,0,0,0,0,0,0,0,0
formidável,0,0,0,0,0,1,0,0
...,0,0,0,0,0,0,0,0
Convinha-se,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,0
terrivelmente,0,0,0,0,0,1,0,0
paradoxal,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
pátria,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
filhos,0,0,0,0,0,0,0,0
procuravam,0,1,0,0,0,0,0,0
armados,0,0,0,0,0,0,0,0
até,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
dentes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
som,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
guerra,1,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
despedaçando,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
suas,0,0,0,0,0,0,0,0
entranhas,0,0,1,0,0,0,0,0
a,0,0,0,0,0,0,0,0
disparos,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Krupps,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
desconhecendo-a,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
todo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
nunca,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
tendo,0,0,0,0,0,0,0,0
visto,0,1,0,1,0,0,0,0
",",0,0,0,0,0,0,0,0
surpreendidos,0,0,0,0,0,0,0,0
ante,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
própria,0,0,0,0,0,0,0,0
forma,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
árida,0,0,0,0,0,1,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
revolta,1,1,0,1,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
brutal,1,0,0,1,0,0,0,0
",",0,0,0,0,0,0,0,0
esvurmando,0,0,0,0,0,0,0,0
espinheiros,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
tumultuando,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
pedregais,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
esboroando,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
montanhas,0,1,0,0,0,0,0,0
derruídas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
escanceladas,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
grotões,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ondeando,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
tabuleiros,0,0,0,0,0,0,0,0
secos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
estirando-se,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
planuras,0,0,0,0,0,0,0,0
nuas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
estepes,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
ia,0,0,0,0,0,0,0,0
fazer-se,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
haviam,0,0,0,0,0,0,0,0
feito,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
tropas,0,0,0,0,0,0,0,0
anteriores,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
invasão,1,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
território,0,0,0,0,0,0,0,0
estrangeiro,0,0,0,1,0,0,0,0
.,0,0,0,0,0,0,0,0
Tudo,0,0,0,0,0,0,0,0
aquilo,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
ficção,0,0,0,0,0,0,0,0
geográfica,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
realidade,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
tangível,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
enquadrada,0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
sucessos,0,1,0,0,1,0,0,0
",",0,0,0,0,0,0,0,0
ressaltando,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
observação,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
simples,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,0
aquela,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Os,0,0,0,0,0,0,0,0
novos,0,0,0,0,0,0,0,0
campeadores,0,0,0,0,0,0,0,0
sentiam-na,0,0,0,0,0,0,0,0
dominadoramente,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
E,0,0,0,0,0,0,0,0
como,0,0,0,0,0,0,0,0
aquele,0,0,0,0,0,0,0,0
povo,0,0,0,0,0,0,0,0
desconhecido,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
matutos,0,0,0,0,0,0,0,0
lhes,0,0,0,0,0,0,0,0
devolvia,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
dia,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
dia,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
mutilados,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
abatidos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
companheiros,0,0,0,0,0,0,0,1
que,0,0,0,0,0,0,0,0
meses,0,0,0,0,0,0,0,0
antes,0,0,0,0,0,0,0,0
tinham,0,0,0,0,0,0,0,0
vançado,0,0,0,0,0,0,0,0
robustos,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
altaneiros,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
não,0,0,0,0,0,0,0,0
havia,0,0,0,0,0,0,0,0
ânimo,0,0,0,0,0,0,0,0
varonil,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
atentasse,0,0,0,0,0,0,0,0
impassível,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
bandas,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
sertão,0,0,0,0,0,0,0,0
misterioso,0,1,0,1,0,0,1,0
e,0,0,0,0,0,0,0,0
agro,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
Em,0,0,0,0,0,0,0,0
Canudos,0,0,0,0,0,0,0,0
Felizmente,0,0,0,0,0,0,0,0
tiveram,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
chegar,0,1,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
contrachoque,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
notícias,0,0,0,0,0,0,0,0
animadoras,0,0,0,0,0,0,0,0
recém-vindas,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
campo,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
operações,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Nenhum,0,0,0,0,0,0,0,0
outro,0,0,0,0,0,0,0,0
desastre,1,0,1,1,0,1,1,0
ocorrera,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Guardavam-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
mau,1,0,1,1,0,1,0,0
grado,0,0,0,0,0,0,0,0
tiroteios,0,0,0,0,0,0,0,0
diários,0,0,0,0,1,0,0,1
",",0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
posições,0,0,0,0,0,0,0,0
conquistadas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
Brigada,1,0,0,1,0,0,0,0
Girard,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
Batalhão,1,0,0,0,0,0,0,0
Paulista,0,0,0,0,0,0,0,0
tinham,0,0,0,0,0,0,0,0
ido,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
tempo,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
preencher,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
claros,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
linha,0,0,0,0,0,0,0,0
rarefeita,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
sítio,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Com,0,0,0,0,0,0,0,0
este,0,0,0,0,0,0,0,0
reforço,0,0,0,0,0,0,0,1
coincidiam,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
primeiros,0,0,0,0,0,0,0,0
sintomas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
desanimo,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
rebeldes,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0
não,0,0,0,0,0,0,0,0
batia,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
sua,0,0,0,0,0,0,0,0
serenidade,0,1,0,0,1,0,0,1
gloriosa,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
sino,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
igreja,0,1,0,0,1,0,0,1
velha,0,0,0,0,0,1,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
caíra,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
não,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
ouviam,0,0,0,0,0,0,0,0
ladainhas,0,0,0,0,0,0,0,0
melancólicas,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
intervalos,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
fuzilarias,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
cessavam,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
ataques,1,0,0,0,0,0,0,0
atrevidos,0,0,0,0,0,0,0,0
às,0,0,0,0,0,0,0,0
linhas,0,0,0,1,0,0,0,0
.,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
noite,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
bruxulear,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
luz,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
arraial,0,0,0,0,0,0,0,0
mergulhava,0,0,0,0,0,0,0,0
silenciosamente,0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
sombras,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Reproduzia-se,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
atoarda,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
Conselheiro,0,0,0,0,0,0,0,1
lá,0,0,0,0,0,0,0,0
estava,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
agora,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
coacto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
preso,0,0,1,1,0,0,1,0
pelos,0,0,0,0,0,0,0,0
próprios,0,0,0,0,0,0,0,0
sequazes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
revoltados,0,0,0,0,0,0,0,0
pelo,0,0,0,0,0,0,0,0
intento,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
manifestara,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
entregar,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
dispondo-se,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
martírio,0,0,0,1,0,1,0,0
.,0,0,0,0,0,0,0,0
E,0,0,0,0,0,0,0,0
citavam-se,0,0,0,0,0,0,0,0
pormenores,0,0,0,0,0,0,0,0
incidindo,0,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
no,0,0,0,0,0,0,0,0
denunciar,1,0,1,0,0,0,0,0
o,0,0,0,0,0,0,0,0
afrouxamento,0,0,0,0,0,0,0,0
rápido,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
conflagração,1,0,0,1,0,0,0,0
.,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0
Prisioneiros,1,0,1,1,0,1,0,0
Os,0,0,0,0,0,0,0,0
novos,0,0,0,0,0,0,0,0
combatentes,1,0,0,1,0,0,0,0
imaginaram-na,0,0,0,0,0,0,0,0
extinta,1,0,0,0,0,0,0,0
antes,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
chegarem,0,1,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
Canudos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Tudo,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
indicava,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Por,0,0,0,0,0,0,0,0
fim,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
próprios,0,0,0,0,0,0,0,0
prisioneiros,1,0,1,1,0,1,0,0
que,0,0,0,0,0,0,0,0
chegavam,0,1,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
eram,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
fim,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
tantos,0,0,0,0,0,0,0,0
meses,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
guerra,1,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
primeiros,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
apareciam,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Notou-se,0,0,0,0,0,0,0,0
apenas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
explicasse,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
singularidade,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
eles,0,0,0,0,0,0,0,0
