Tópico 1,Tópico 2,Tópico 3,Tópico 4,Tópico 5
0.0,0.0,0.0,0.0,0.9992953538894653
0.9990546107292175,0.0,0.0,0.0,0.0
0.0,0.0,0.9955664873123169,0.0,0.0
0.0,0.0,0.99452805519104,0.0,0.0
0.0,0.0,0.0,0.0,0.9992709755897522
0.0,0.0,0.9994580745697021,0.0,0.0
0.0,0.9993088841438293,0.0,0.0,0.0
0.9992038607597351,0.0,0.0,0.0,0.0
0.9993463158607483,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9993308782577515
0.0,0.0,0.0,0.9988080859184265,0.0
0.0,0.0,0.0,0.0,0.9990480542182922
0.0,0.999027669429779,0.0,0.0,0.0
0.0,0.9993424415588379,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9991995096206665
0.0,0.0,0.9990346431732178,0.0,0.0
0.0,0.0,0.0,0.0,0.999096691608429
0.0,0.0,0.9989709854125977,0.0,0.0
0.0,0.999083399772644,0.0,0.0,0.0
0.9992987513542175,0.0,0.0,0.0,0.0
0.0,0.15561223030090332,0.8440004587173462,0.0,0.0
0.0,0.0,0.9992319345474243,0.0,0.0
0.0,0.0,0.0,0.0,0.9992502331733704
0.999294102191925,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9988803267478943,0.0
0.0,0.5009890198707581,0.0,0.0,0.49857762455940247
0.0,0.999056339263916,0.0,0.0,0.0
0.0,0.9992722868919373,0.0,0.0,0.0
0.0,0.9991487264633179,0.0,0.0,0.0
0.0,0.998599648475647,0.0,0.0,0.0
0.9987403154373169,0.0,0.0,0.0,0.0
0.0,0.0,0.9988713264465332,0.0,0.0
0.0,0.9990654587745667,0.0,0.0,0.0
0.0,0.0,0.9990032911300659,0.0,0.0
0.0,0.0,0.999014139175415,0.0,0.0
0.0,0.0,0.9992128014564514,0.0,0.0
0.0,0.0,0.0,0.0,0.998610258102417
0.0,0.0,0.0,0.0,0.998785674571991
0.0,0.9991331696510315,0.0,0.0,0.0
0.998755156993866,0.0,0.0,0.0,0.0
0.9992542862892151,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9994035959243774,0.0
0.0,0.0,0.9993492960929871,0.0,0.0
0.0,0.0,0.9993492960929871,0.0,0.0
0.0,0.0,0.0,0.9992078542709351,0.0
0.0,0.0,0.9991636276245117,0.0,0.0
0.9992271661758423,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9985221028327942,0.0
0.0,0.0,0.9989232420921326,0.0,0.0
0.0,0.0,0.0,0.9990836381912231,0.0
0.0,0.9991328120231628,0.0,0.0,0.0
0.0,0.0,0.0,0.9988915324211121,0.0
0.9992940425872803,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9991804361343384
0.0,0.0,0.0,0.9989827275276184,0.0
0.7312910556793213,0.0,0.26793792843818665,0.0,0.0
0.0,0.9990828633308411,0.0,0.0,0.0
0.9989919662475586,0.0,0.0,0.0,0.0
0.0,0.0,0.9992951154708862,0.0,0.0
0.0,0.0,0.0,0.0,0.9991471171379089
0.9987834692001343,0.0,0.0,0.0,0.0
0.0,0.9987933039665222,0.0,0.0,0.0
0.0,0.0,0.0,0.6627095937728882,0.3360232710838318
0.0,0.9985117316246033,0.0,0.0,0.0
0.9977977871894836,0.0,0.0,0.0,0.0
0.0,0.0,0.9994733929634094,0.0,0.0
0.0,0.0,0.34533944725990295,0.6541239023208618,0.0
0.9985100030899048,0.0,0.0,0.0,0.0
0.0,0.0,0.9994485378265381,0.0,0.0
0.0,0.0,0.0,0.0,0.998863935470581
0.9992098808288574,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9983750581741333
0.0,0.0,0.9991636276245117,0.0,0.0
0.0,0.0,0.0,0.0,0.9991190433502197
0.0,0.0,0.0,0.0,0.9991475343704224
0.0,0.0,0.9991780519485474,0.0,0.0
0.0,0.0,0.0,0.0,0.9987994432449341
0.0,0.0,0.9990347027778625,0.0,0.0
0.7812624573707581,0.0,0.0,0.0,0.21604715287685394
0.0,0.0,0.0,0.20884732902050018,0.7876186370849609
0.0,0.0,0.0,0.0,0.9968084692955017
0.0,0.0,0.0,0.993520200252533,0.0
0.0,0.0,0.0,0.0,0.995792031288147
0.9984888434410095,0.0,0.0,0.0,0.0
0.9990196824073792,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9991191625595093
0.0,0.0,0.9990240931510925,0.0,0.0
0.9988974928855896,0.0,0.0,0.0,0.0
0.9992542862892151,0.0,0.0,0.0,0.0
0.9983217120170593,0.0,0.0,0.0,0.0
0.0,0.6898834705352783,0.0,0.0,0.30878663063049316
0.0,0.0,0.9990725517272949,0.0,0.0
0.0,0.0,0.0,0.9984172582626343,0.0
0.0,0.9991090297698975,0.0,0.0,0.0
0.5698878169059753,0.0,0.42942291498184204,0.0,0.0
0.0,0.0,0.0,0.0,0.9990968704223633
0.0,0.0,0.0,0.0,0.9988512396812439
0.0,0.0,0.9984128475189209,0.0,0.0
0.9982938170433044,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9983999133110046
0.0,0.0,0.0,0.0,0.9990478754043579
0.0,0.0,0.9990441203117371,0.0,0.0
0.0,0.9989287257194519,0.0,0.0,0.0
0.0,0.0,0.0,0.9982687830924988,0.0
0.0,0.0,0.0,0.0,0.9990029335021973
0.0,0.0,0.9994175434112549,0.0,0.0
0.0,0.0,0.0,0.0,0.9990214705467224
0.0,0.9299485683441162,0.06959500908851624,0.0,0.0
0.0,0.0,0.9989818334579468,0.0,0.0
0.0,0.0,0.9986813068389893,0.0,0.0
0.0,0.9986390471458435,0.0,0.0,0.0
0.0,0.9992250204086304,0.0,0.0,0.0
0.24865834414958954,0.0,0.0,0.7504696846008301,0.0
0.0,0.3192693591117859,0.0,0.0,0.6802359223365784
0.0,0.9993556141853333,0.0,0.0,0.0
0.1898934245109558,0.0,0.0,0.0,0.8091868758201599
0.0,0.0,0.9990901947021484,0.0,0.0
0.0,0.0,0.9987512826919556,0.0,0.0
0.0,0.9992246031761169,0.0,0.0,0.0
0.0,0.0,0.29438549280166626,0.0,0.7048988938331604
0.0,0.0,0.0,0.0,0.99921715259552
0.9985893368721008,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9989327788352966
0.0,0.0,0.9990037083625793,0.0,0.0
0.9989522099494934,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.999355137348175,0.0
0.0,0.0,0.9994179606437683,0.0,0.0
0.0,0.9993332028388977,0.0,0.0,0.0
0.0,0.9994219541549683,0.0,0.0,0.0
0.999125063419342,0.0,0.0,0.0,0.0
0.0,0.9993285536766052,0.0,0.0,0.0
0.9990715384483337,0.0,0.0,0.0,0.0
0.9990792870521545,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9984395503997803,0.0
0.9992940425872803,0.0,0.0,0.0,0.0
